Enroll,Seats,CRN,Semester_ID,Course_ID,Title,Times,Days,Site,Instr
24,0,29131,Spring2016,CS 333,Programming and Problem Solving in C++,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"CARTLEDGE, C"
8,0,29132,Spring2016,CS 333,Programming and Problem Solving in C++,TBA,TBA,ODU ONLINE NON-VA ,"CARTLEDGE, C"
27,0,29081,Spring2016,CS 334,Computer Architecture Fundamentals,0830-0945,F,ODU ONLINE HR ,"BOYLE, C"
21,0,29084,Spring2016,CS 334,Computer Architecture Fundamentals,0830-0945,F,ODU ONLINE STUDENTS IN VA ,"BOYLE, C"
2,0,29086,Spring2016,CS 334,Computer Architecture Fundamentals,0830-0945,F,ODU ONLINE NON-VA ,"BOYLE, C"
38,1,28818,Spring2016,CS 350,Introduction to Software Engineering,TBA,TBA,ODU ONLINE HR ,"ZEIL, S"
11,1,28820,Spring2016,CS 350,Introduction to Software Engineering,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"ZEIL, S"
0,1,28821,Spring2016,CS 350,Introduction to Software Engineering,TBA,TBA,ODU ONLINE NON-VA ,"ZEIL, S"
21,8,32584,Spring2016,CS 350,Introduction to Software Engineering,TBA,TBA,ODU ONLINE HR ,"ZEIL, S"
1,8,32585,Spring2016,CS 350,Introduction to Software Engineering,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"ZEIL, S"
0,8,32586,Spring2016,CS 350,Introduction to Software Engineering,TBA,TBA,ODU ONLINE NON-VA ,"ZEIL, S"
15,1,28607,Spring2016,CS 355,Principles of Programming Languages,1000-1240,W,GORNTO 0219,"PRICE, G"
9,1,28608,Spring2016,CS 355,Principles of Programming Languages,1000-1240,W,WEB CONF HR ,"PRICE, G"
18,1,28610,Spring2016,CS 355,Principles of Programming Languages,1000-1240,W,WEB CONF IN VA ,"PRICE, G"
2,1,28611,Spring2016,CS 355,Principles of Programming Languages,1000-1240,W,WEB CONF NON-VA ,"PRICE, G"
3,1,30921,Spring2016,CS 355,Principles of Programming Languages,1000-1240,W,VBHEC 0160,"PRICE, G"
0,1,30922,Spring2016,CS 355,Principles of Programming Languages,1000-1240,W,PEN CTR 2239,"PRICE, G"
2,1,30923,Spring2016,CS 355,Principles of Programming Languages,1000-1240,W,TRICITIES 2204,"PRICE, G"
39,1,22200,Spring2016,CS 361,Advanced Data Structures and Algorithms,1100-1150,MWF,DRAGAS 1117,"MORRIS, J"
37,3,27516,Spring2016,CS 361,Advanced Data Structures and Algorithms,1200-1250,MWF,DRAGAS 1117,"MORRIS, J"
0,20,20716,Spring2016,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
0,20,20717,Spring2016,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
1,19,20718,Spring2016,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
0,20,20719,Spring2016,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
0,20,20720,Spring2016,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
3,17,20721,Spring2016,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
2,3,32613,Spring2016,CS 368,Computer Science Internship,TBA,TBA,IND STU-VA ,"BRUNELLE, J"
0,5,32614,Spring2016,CS 368,Computer Science Internship,TBA,TBA,IND STU-NON-VA ,"BRUNELLE, J"
52,0,20818,Spring2016,CS 381,Introduction to Discrete Structures,0930-1045,TR,DRAGAS 1117,"HE, J"
18,0,29747,Spring2016,CS 381,Introduction to Discrete Structures,1300-1415,TR,GORNTO 0218,"CHERNIKOV, A"
15,0,29749,Spring2016,CS 381,Introduction to Discrete Structures,1300-1415,TR,WEB CONF HR ,"CHERNIKOV, A"
8,0,29750,Spring2016,CS 381,Introduction to Discrete Structures,1300-1415,TR,WEB CONF IN VA ,"CHERNIKOV, A"
1,0,29751,Spring2016,CS 381,Introduction to Discrete Structures,1300-1415,TR,WEB CONF NON-VA ,"CHERNIKOV, A"
4,0,31350,Spring2016,CS 381,Introduction to Discrete Structures,1300-1415,TR,VBHEC 0151,"CHERNIKOV, A"
2,0,31351,Spring2016,CS 381,Introduction to Discrete Structures,1300-1415,TR,PEN CTR 2243,"CHERNIKOV, A"
2,0,31352,Spring2016,CS 381,Introduction to Discrete Structures,1300-1415,TR,TRICITIES 2204,"CHERNIKOV, A"
16,28,29133,Spring2016,CS 382,Introduction to JAVA,TBA,TBA,ODU ONLINE HR ,"ZEIL, S"
4,28,29134,Spring2016,CS 382,Introduction to JAVA,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"ZEIL, S"
2,28,29135,Spring2016,CS 382,Introduction to JAVA,TBA,TBA,ODU ONLINE NON-VA ,"ZEIL, S"
17,0,28591,Spring2016,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,GORNTO 0218,"MORRIS, J"
20,0,28592,Spring2016,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,WEB CONF HR ,"MORRIS, J"
10,0,28593,Spring2016,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,WEB CONF IN VA ,"MORRIS, J"
0,0,28594,Spring2016,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,WEB CONF NON-VA ,"MORRIS, J"
5,0,30911,Spring2016,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,VBHEC 0153,"MORRIS, J"
0,0,30912,Spring2016,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,PEN CTR 2243,"MORRIS, J"
0,0,30913,Spring2016,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,TRICITIES 2204,"MORRIS, J"
10,10,27521,Spring2016,CS 410,Professional Workforce Development I,1500-1550,M,DRAGAS 1102,"PRICE, G"
10,10,27521,Spring2016,CS 410,Professional Workforce Development I,1500-1650,W,DRAGAS 1102,"PRICE, G"
11,0,28615,Spring2016,CS 410,Professional Workforce Development I,TBA,TBA,ODU ONLINE HR ,"BRUNELLE, J"
9,0,28617,Spring2016,CS 410,Professional Workforce Development I,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"BRUNELLE, J"
0,0,28618,Spring2016,CS 410,Professional Workforce Development I,TBA,TBA,ODU ONLINE NON-VA ,"BRUNELLE, J"
20,0,23963,Spring2016,CS 411W,Professional Workforce Development II,1300-1450,M,DRAGAS 1102,"PRICE, G"
20,0,23963,Spring2016,CS 411W,Professional Workforce Development II,1300-1350,W,DRAGAS 1102,"PRICE, G"
14,1,28660,Spring2016,CS 411W,Professional Workforce Development II,TBA,TBA,ODU ONLINE HR ,"BRUNELLE, J"
4,1,28679,Spring2016,CS 411W,Professional Workforce Development II,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"BRUNELLE, J"
1,1,28684,Spring2016,CS 411W,Professional Workforce Development II,TBA,TBA,ODU ONLINE NON-VA ,"BRUNELLE, J"
19,0,28601,Spring2016,CS 417,Computational Methods and Software,1100-1215,TR,GORNTO 0218,"MORRIS, J"
19,0,28602,Spring2016,CS 417,Computational Methods and Software,1100-1215,TR,WEB CONF HR ,"MORRIS, J"
11,0,28605,Spring2016,CS 417,Computational Methods and Software,1100-1215,TR,WEB CONF IN VA ,"MORRIS, J"
0,0,28606,Spring2016,CS 417,Computational Methods and Software,1100-1215,TR,WEB CONF NON-VA ,"MORRIS, J"
3,0,30915,Spring2016,CS 417,Computational Methods and Software,1100-1215,TR,VBHEC 0155,"MORRIS, J"
2,0,30917,Spring2016,CS 417,Computational Methods and Software,1100-1215,TR,PEN CTR 2240,"MORRIS, J"
0,0,30918,Spring2016,CS 417,Computational Methods and Software,1100-1215,TR,TRICITIES 2204,"MORRIS, J"
14,0,27556,Spring2016,CS 432,Web Science,1620-1900,R,ECSB 2120,"NELSON, M"
27,3,29136,Spring2016,CS 450,Database Concepts,TBA,TBA,ODU ONLINE HR ,"LEVINSTEIN, I"
5,3,29137,Spring2016,CS 450,Database Concepts,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"LEVINSTEIN, I"
2,3,29138,Spring2016,CS 450,Database Concepts,TBA,TBA,ODU ONLINE NON-VA ,"LEVINSTEIN, I"
19,2,27519,Spring2016,CS 455,Introduction to Networks and Communications,1100-1215,TR,DRAGAS 1117,"MALY, K"
31,0,29146,Spring2016,CS 464,Networked Systems Security,TBA,TBA,ODU ONLINE HR ,"NADEEM, T"
7,0,29147,Spring2016,CS 464,Networked Systems Security,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"NADEEM, T"
1,0,29148,Spring2016,CS 464,Networked Systems Security,TBA,TBA,ODU ONLINE NON-VA ,"NADEEM, T"
23,1,29174,Spring2016,CS 465,Information Assurance,TBA,TBA,ODU ONLINE HR ,"CARTLEDGE, C"
6,1,29175,Spring2016,CS 465,Information Assurance,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"CARTLEDGE, C"
1,1,29176,Spring2016,CS 465,Information Assurance,TBA,TBA,ODU ONLINE NON-VA ,"CARTLEDGE, C"
23,0,30683,Spring2016,CS 471,Operating Systems,1910-2150,W,DRAGAS 1102,"ABDEL-WAHAB, H"
28,1,29143,Spring2016,CS 471,Operating Systems,TBA,TBA,ODU ONLINE HR ,"PRICE, G"
1,1,29144,Spring2016,CS 471,Operating Systems,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"PRICE, G"
0,1,29145,Spring2016,CS 471,Operating Systems,TBA,TBA,ODU ONLINE NON-VA ,"PRICE, G"
0,9,27554,Spring2016,CS 486,Introduction to Parallel Computing,1500-1615,TR,DRAGAS 1102,"CHERNIKOV, A"
4,46,32631,Spring2016,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
0,50,32632,Spring2016,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
0,50,32633,Spring2016,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
2,8,32869,Spring2016,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"HE, J"
11,0,27557,Spring2016,CS 532,Web Science,1620-1900,R,ECSB 2120,"NELSON, M"
5,3,29139,Spring2016,CS 550,Database Concepts,TBA,TBA,ODU ONLINE HR ,"LEVINSTEIN, I"
7,3,29141,Spring2016,CS 550,Database Concepts,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"LEVINSTEIN, I"
1,3,29142,Spring2016,CS 550,Database Concepts,TBA,TBA,ODU ONLINE NON-VA ,"LEVINSTEIN, I"
18,8,27520,Spring2016,CS 555,Introduction to Networks and Communications,1100-1215,TR,DRAGAS 1117,"MALY, K"
10,0,29149,Spring2016,CS 564,Networked Systems Security,TBA,TBA,ODU ONLINE HR ,"NADEEM, T"
4,0,29150,Spring2016,CS 564,Networked Systems Security,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"NADEEM, T"
0,0,29151,Spring2016,CS 564,Networked Systems Security,TBA,TBA,ODU ONLINE NON-VA ,"NADEEM, T"
14,1,29177,Spring2016,CS 565,Information Assurance,TBA,TBA,ODU ONLINE HR ,"CARTLEDGE, C"
4,1,29178,Spring2016,CS 565,Information Assurance,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"CARTLEDGE, C"
1,1,29179,Spring2016,CS 565,Information Assurance,TBA,TBA,ODU ONLINE NON-VA ,"CARTLEDGE, C"
6,9,27555,Spring2016,CS 586,Introduction to Parallel Computing,1500-1615,TR,DRAGAS 1102,"CHERNIKOV, A"
25,2,29180,Spring2016,CS 600,Algorithms and Data Structures,TBA,TBA,ODU ONLINE HR ,"RANJAN, D"
2,2,29181,Spring2016,CS 600,Algorithms and Data Structures,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"RANJAN, D"
1,2,29182,Spring2016,CS 600,Algorithms and Data Structures,TBA,TBA,ODU ONLINE NON-VA ,"RANJAN, D"
16,4,23054,Spring2016,CS 665,Computer Architecture,1500-1730,F,ECSB 2120,"OLARIU, S"
5,8,27526,Spring2016,CS 712,Stochastic Modeling,0800-1030,F,ECSB 2120,"OLARIU, S"
19,0,25511,Spring2016,CS 725,Information Visualization,0930-1215,W,ECSB 2120,"WEIGLE, M"
6,6,29183,Spring2016,CS 725,Information Visualization,TBA,TBA,ODU ONLINE HR ,"WEIGLE, M"
2,6,29184,Spring2016,CS 725,Information Visualization,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"WEIGLE, M"
0,6,29185,Spring2016,CS 725,Information Visualization,TBA,TBA,ODU ONLINE NON-VA ,"WEIGLE, M"
8,4,27552,Spring2016,CS 752,Wireless Communications and Mobile Computing,1620-1900,T,ECSB 2120,"NADEEM, T"
10,0,27819,Spring2016,CS 772,"Network Security; Concepts, Protocols and Programming",0930-1200,T,DRAGAS 1102,"ABDEL-WAHAB, H"
7,5,20860,Spring2016,CS 779,Design of Network Protocols,1910-2150,T,ECSB 2120,"ABDEL-WAHAB, H"
0,13,27528,Spring2016,CS 795,TPC;PATTERN RECOG/MOLECUL IMAG,0900-1150,M,DRAGAS 1115,"HE, J"
0,8,30711,Spring2016,CS 795,TPCS;ALGORITHMS AND COMPLEXITY,TBA,TBA,TBA,"RANJAN, D"
2,8,27527,Spring2016,CS 812,Stochastic Modeling,0800-1030,F,ECSB 2120,"OLARIU, S"
2,0,25512,Spring2016,CS 825,Information Visualization,0930-1215,W,ECSB 2120,"WEIGLE, M"
1,6,29186,Spring2016,CS 825,Information Visualization,TBA,TBA,ODU ONLINE HR ,"WEIGLE, M"
0,6,29187,Spring2016,CS 825,Information Visualization,TBA,TBA,ODU ONLINE STUDENTS IN VA ,"WEIGLE, M"
0,6,29188,Spring2016,CS 825,Information Visualization,TBA,TBA,ODU ONLINE NON-VA ,"WEIGLE, M"
3,4,27553,Spring2016,CS 852,Wireless Communications and Mobile Computing,1620-1900,T,ECSB 2120,"NADEEM, T"
6,0,27820,Spring2016,CS 872,"Network Security; Concepts, Protocols and Programming",0930-1200,T,DRAGAS 1102,"ABDEL-WAHAB, H"
3,5,20861,Spring2016,CS 879,Design of Network Protocols,1910-2150,T,ECSB 2120,"ABDEL-WAHAB, H"
2,13,27529,Spring2016,CS 895,TPC;PATTERN RECOG/MOLECUL IMAG,0900-1150,M,DRAGAS 1115,"HE, J"
7,8,30712,Spring2016,CS 895,TPCS;ALGORITHMS AND COMPLEXITY,TBA,TBA,TBA,"RANJAN, D"
56,4,12155,Fall2016,CS 120G,Introduction to Information Literacy and Research,1500-1615,TR,MGB 0101,"GUPTA, R"
25,3,17358,Fall2016,CS 120G,INTRO INFO LITERACY & RSCH (A),TBA,TBA,WEB2 ONLINE HR ,"GUPTA, R"
8,3,17360,Fall2016,CS 120G,INTRO INFO LITERACY & RSCH (A),TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, R"
4,3,17361,Fall2016,CS 120G,INTRO INFO LITERACY & RSCH (A),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, R"
20,11,17380,Fall2016,CS 120G,INTRO INFO LITERACY & RSCH (B),TBA,TBA,WEB2 ONLINE HR ,"GUPTA, R"
8,11,17383,Fall2016,CS 120G,INTRO INFO LITERACY & RSCH (B),TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, R"
0,11,17384,Fall2016,CS 120G,INTRO INFO LITERACY & RSCH (B),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, R"
1,11,21407,Fall2016,CS 120G,INTRO INFO LITERACY & RSCH (B),TBA,TBA,WEB8 ONLINE STDNTS OUTSIDE US ,"GUPTA, R"
58,2,12461,Fall2016,CS 121G,Introduction to Information Literacy and Research for Scientists,0800-0915,TR,DRAGAS 1117,"MESALAMI, A"
60,0,12634,Fall2016,CS 121G,Introduction to Information Literacy and Research for Scientists,1100-1215,TR,DIEHN 1103,"MESALAMI, A"
70,0,12161,Fall2016,CS 121G,Introduction to Information Literacy and Research for Scientists,1745-1900,MW,OCNPS  0200,"SYMPSON, W"
25,15,16523,Fall2016,CS 121G,Introduction to Information Literacy and Research for Scientists,TBA,TBA,WEB2 ONLINE HR ,"SYMPSON, W"
32,4,17393,Fall2016,CS 121G,INTRO INFO LIT & RSCH SCI (C),TBA,TBA,WEB2 ONLINE HR ,"SYMPSON, W"
2,4,17394,Fall2016,CS 121G,INTRO INFO LIT & RSCH SCI (C),TBA,TBA,WEB5 ONLINE IN VA ,"SYMPSON, W"
2,4,17395,Fall2016,CS 121G,INTRO INFO LIT & RSCH SCI (C),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"SYMPSON, W"
28,10,17440,Fall2016,CS 121G,INTRO INFO LIT & RSCH SCI (D),TBA,TBA,WEB2 ONLINE HR ,"IBRAHIM, S"
0,10,17445,Fall2016,CS 121G,INTRO INFO LIT & RSCH SCI (D),TBA,TBA,WEB5 ONLINE IN VA ,"IBRAHIM, S"
2,10,17447,Fall2016,CS 121G,INTRO INFO LIT & RSCH SCI (D),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"IBRAHIM, S"
20,17,17611,Fall2016,CS 121G,INTRO INFO LIT & RSCH SCI (E),TBA,TBA,WEB2 ONLINE HR ,"GUPTA, A"
1,17,17612,Fall2016,CS 121G,INTRO INFO LIT & RSCH SCI (E),TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, A"
2,17,17613,Fall2016,CS 121G,INTRO INFO LIT & RSCH SCI (E),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, A"
29,1,15891,Fall2016,CS 150,Problem Solving and Programming I,0930-1200,S,DRAGAS 1117,"DECKER, L"
101,2,12639,Fall2016,CS 150,Problem Solving and Programming I,1330-1445,TR,KAUF  0100,"BOYLE, C"
102,1,10335,Fall2016,CS 150,Problem Solving and Programming I,1500-1615,TR,CONST  1005,"BOYLE, C"
102,1,10336,Fall2016,CS 150,Problem Solving and Programming I,1620-1735,TR,KAUF  0224,"BOYLE, C"
48,2,18205,Fall2016,CS 170,Introduction to Computer Architecture I,1500-1615,MW,OCNPS  0100,"FLORIN, R"
11,4,21319,Fall2016,CS 170,Introduction to Computer Architecture I,1300-1415,TR,GORNTO 0204,"LI, Y"
1,14,21320,Fall2016,CS 170,Introduction to Computer Architecture I,1300-1415,TR,WC2 WEB CONF HR ,"LI, Y"
1,14,21321,Fall2016,CS 170,Introduction to Computer Architecture I,1300-1415,TR,WC5 WEB CONF IN VA ,"LI, Y"
0,5,21322,Fall2016,CS 170,Introduction to Computer Architecture I,1300-1415,TR,WC7 WEB CONF NON-VA ,"LI, Y"
26,4,13807,Fall2016,CS 250,Problem Solving and Programming II,0930-1200,S,DRAGAS 1115,"MORRIS, J"
50,0,12801,Fall2016,CS 250,Problem Solving and Programming II,1500-1615,MW,OCNPS  0200,"MESALAMI, A"
50,0,10326,Fall2016,CS 250,Problem Solving and Programming II,1620-1735,MW,OCNPS  0100,"MESALAMI, A"
55,0,17708,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
5,0,17709,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
0,0,17710,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
51,0,17711,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
5,0,17712,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
4,0,17713,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
38,0,17714,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
17,0,17715,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
5,0,17716,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
22,26,21401,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
9,26,21402,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
3,7,21403,Fall2016,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
51,9,11858,Fall2016,CS 270,Introduction to Computer Architecture II,1100-1215,TR,DRAGAS 1117,"ZUBAIR, M"
43,2,17717,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"MALY, K"
4,2,17718,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"MALY, K"
1,2,17719,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"MALY, K"
33,0,17722,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"GUPTA, R"
13,0,17724,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, R"
4,0,17726,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, R"
30,0,17728,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"GUPTA, R"
16,0,17730,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, R"
4,0,17731,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, R"
37,1,17732,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"JOHNSON, K"
11,1,17733,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"JOHNSON, K"
1,1,17734,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"JOHNSON, K"
24,1,17737,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"WERNER, T"
23,1,17738,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"WERNER, T"
2,1,17741,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"WERNER, T"
16,1,21373,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"GUPTA, R"
9,1,21374,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, R"
4,1,21375,Fall2016,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, R"
42,1,17743,Fall2016,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB2 ONLINE HR ,"KENNEDY, T"
5,1,17745,Fall2016,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB5 ONLINE IN VA ,"KENNEDY, T"
2,1,17746,Fall2016,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"KENNEDY, T"
31,7,17748,Fall2016,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB2 ONLINE HR ,"KENNEDY, T"
11,7,17750,Fall2016,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB5 ONLINE IN VA ,"KENNEDY, T"
1,7,17752,Fall2016,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"KENNEDY, T"
13,0,17756,Fall2016,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB2 ONLINE HR ,"HOWLAND, J"
26,0,17765,Fall2016,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB5 ONLINE IN VA ,"HOWLAND, J"
11,0,17767,Fall2016,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"HOWLAND, J"
7,19,21395,Fall2016,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB2 ONLINE HR ,"CHERNIKOV, A"
10,19,21396,Fall2016,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB5 ONLINE IN VA ,"CHERNIKOV, A"
4,16,21397,Fall2016,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"CHERNIKOV, A"
19,4,20307,Fall2016,CS 334,Computer Architecture Fundamentals,0830-0945,F,WEB2 ONLINE HR ,"ZHAO, D"
15,4,20308,Fall2016,CS 334,Computer Architecture Fundamentals,0830-0945,F,WEB5 ONLINE IN VA ,"ZHAO, D"
2,4,20309,Fall2016,CS 334,Computer Architecture Fundamentals,0830-0945,F,WEB7 ONLINE STDNTS NON-VA ,"ZHAO, D"
38,12,18206,Fall2016,CS 350,Introduction to Software Engineering,1500-1615,TR,HEALTH  2008,"ZEIL, S"
27,9,21151,Fall2016,CS 350,Introduction to Software Engineering,TBA,TBA,WEB2 ONLINE HR ,"KENNEDY, T"
4,9,21152,Fall2016,CS 350,Introduction to Software Engineering,TBA,TBA,WEB5 ONLINE IN VA ,"KENNEDY, T"
0,9,21153,Fall2016,CS 350,Introduction to Software Engineering,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"KENNEDY, T"
46,0,12642,Fall2016,CS 355,Principles of Programming Languages,1200-1250,MWF,DRAGAS 1117,"MORRIS, J"
41,0,10472,Fall2016,CS 361,Advanced Data Structures and Algorithms,1300-1350,MWF,DRAGAS 1117,"MORRIS, J"
36,4,13886,Fall2016,CS 361,Advanced Data Structures and Algorithms,1400-1450,MWF,DRAGAS 1117,"MORRIS, J"
8,2,21487,Fall2016,CS 361,Advanced Data Structures and Algorithms,TBA,TBA,WEB2 ONLINE HR ,"RANJAN, D"
4,3,21488,Fall2016,CS 361,Advanced Data Structures and Algorithms,TBA,TBA,WEB5 ONLINE IN VA ,"RANJAN, D"
0,3,21489,Fall2016,CS 361,Advanced Data Structures and Algorithms,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"RANJAN, D"
2,18,10321,Fall2016,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
0,20,20702,Fall2016,CS 367,Cooperative Education,TBA,TBA,IND5 INDEP-VA ,"BRUNELLE, J"
0,20,20703,Fall2016,CS 367,Cooperative Education,TBA,TBA,IND7 INDEP-NON-VA ,"BRUNELLE, J"
6,14,10322,Fall2016,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
3,17,20704,Fall2016,CS 368,Computer Science Internship,TBA,TBA,IND5 INDEP-VA ,"BRUNELLE, J"
0,20,20705,Fall2016,CS 368,Computer Science Internship,TBA,TBA,IND7 INDEP-NON-VA ,"BRUNELLE, J"
50,0,10324,Fall2016,CS 381,Introduction to Discrete Structures,0930-1045,TR,DRAGAS 1117,"HE, J"
39,11,14045,Fall2016,CS 381,DISCRETE STRUCTURES RECITATION,1200-1250,W,ECSB 2120,"HE, J"
15,0,17277,Fall2016,CS 381,Introduction to Discrete Structures,1100-1215,TR,GORNTO 0218,"CHERNIKOV, A"
9,13,17279,Fall2016,CS 381,Introduction to Discrete Structures,1100-1215,TR,WC2 WEB CONF HR ,"CHERNIKOV, A"
9,13,17280,Fall2016,CS 381,Introduction to Discrete Structures,1100-1215,TR,WC5 WEB CONF IN VA ,"CHERNIKOV, A"
1,13,17281,Fall2016,CS 381,Introduction to Discrete Structures,1100-1215,TR,WC7 WEB CONF NON-VA ,"CHERNIKOV, A"
1,9,19623,Fall2016,CS 381,Introduction to Discrete Structures,1100-1215,TR,VBHEC 0153,"CHERNIKOV, A"
0,10,19624,Fall2016,CS 381,Introduction to Discrete Structures,1100-1215,TR,PEN CTR 2200,"CHERNIKOV, A"
