Enroll,Seats,CRN,Semester_ID,Course_ID,Title,Times,Days,Site,Instr
2,8,19625,Fall2016,CS 381,Introduction to Discrete Structures,1100-1215,TR,TRICITIES 2204,"CHERNIKOV, A"
22,0,17878,Fall2016,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB2 ONLINE HR ,"MESALAMI, A"
5,0,17879,Fall2016,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB5 ONLINE IN VA ,"MESALAMI, A"
3,0,17881,Fall2016,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"MESALAMI, A"
12,35,17882,Fall2016,CS 382,Introduction to JAVA,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
3,35,17884,Fall2016,CS 382,Introduction to JAVA,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
0,35,17886,Fall2016,CS 382,Introduction to JAVA,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
37,8,10325,Fall2016,CS 390,Introduction to Theoretical Computer Science,1000-1050,MWF,DRAGAS 1117,"MORRIS, J"
13,1,18216,Fall2016,CS 390,Introduction to Theoretical Computer Science,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
14,1,18221,Fall2016,CS 390,Introduction to Theoretical Computer Science,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
2,1,18223,Fall2016,CS 390,Introduction to Theoretical Computer Science,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
3,27,20897,Fall2016,CS 395,BIG DATA; DATA WRANGLING,0900-1700,FSU,TRICITIES 1230A,"CARTLEDGE, C"
24,0,13405,Fall2016,CS 410,PROF WORKFORCE DEV 1 (LECT),1300-1450,M,DRAGAS 1105,"PRICE, G"
24,0,13405,Fall2016,CS 410,PROF WORKFORCE DEV 1 (LECT),1300-1350,W,DRAGAS 1105,"PRICE, G"
12,0,17324,Fall2016,CS 410,Professional Workforce Development I,TBA,TBA,WEB2 ONLINE HR ,"BRUNELLE, J"
8,0,17326,Fall2016,CS 410,Professional Workforce Development I,TBA,TBA,WEB5 ONLINE IN VA ,"BRUNELLE, J"
0,0,17327,Fall2016,CS 410,Professional Workforce Development I,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"BRUNELLE, J"
17,1,20459,Fall2016,CS 410,Professional Workforce Development I,TBA,TBA,WEB2 ONLINE HR ,"KENNEDY, T"
10,15,18207,Fall2016,CS 411W,Professional Workforce Development II,1500-1700,M,DRAGAS 1117,"PRICE, G"
10,15,18207,Fall2016,CS 411W,Professional Workforce Development II,1500-1550,W,DRAGAS 1117,"PRICE, G"
11,3,17284,Fall2016,CS 411W,Professional Workforce Development II,TBA,TBA,WEB2 ONLINE HR ,"BRUNELLE, J"
8,3,17286,Fall2016,CS 411W,Professional Workforce Development II,TBA,TBA,WEB5 ONLINE IN VA ,"BRUNELLE, J"
0,3,17288,Fall2016,CS 411W,Professional Workforce Development II,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"BRUNELLE, J"
19,10,11859,Fall2016,CS 417,Computational Methods and Software,1500-1615,MW,ECSB 2120,"CHRISOCHOIDES, N"
7,5,16680,Fall2016,CS 418,Web Programming,1620-1900,T,DRAGAS 1117,"BRUNELLE, J"
6,24,20982,Fall2016,CS 450,Database Concepts,1620-1735,TR,CONST  1002,"GUPTA, A"
17,3,10502,Fall2016,CS 455,Introduction to Networks and Communications,1620-1900,M,DRAGAS 1115,"NADEEM, T"
12,18,10521,Fall2016,CS 460,Computer Graphics,1100-1150,MWF,DRAGAS 1117,"PRICE, G"
17,1,17833,Fall2016,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB2 ONLINE HR ,"ALMALAG, M"
12,1,17835,Fall2016,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB5 ONLINE IN VA ,"ALMALAG, M"
0,1,17836,Fall2016,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ALMALAG, M"
28,0,21467,Fall2016,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB2 ONLINE HR ,"MCCOY, C"
3,0,21468,Fall2016,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB5 ONLINE IN VA ,"MCCOY, C"
0,0,21469,Fall2016,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"MCCOY, C"
20,0,17840,Fall2016,CS 463,Cryptography for Cybersecurity,TBA,TBA,WEB2 ONLINE HR ,"AHMAD, A"
14,0,17841,Fall2016,CS 463,Cryptography for Cybersecurity,TBA,TBA,WEB5 ONLINE IN VA ,"AHMAD, A"
2,0,17843,Fall2016,CS 463,Cryptography for Cybersecurity,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"AHMAD, A"
37,1,17845,Fall2016,CS 471,Operating Systems,TBA,TBA,WEB2 ONLINE HR ,"PRICE, G"
11,1,17853,Fall2016,CS 471,Operating Systems,TBA,TBA,WEB5 ONLINE IN VA ,"PRICE, G"
1,1,17854,Fall2016,CS 471,Operating Systems,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"PRICE, G"
6,23,21164,Fall2016,CS 471,Operating Systems,TBA,TBA,WEB2 ONLINE HR ,"RIZVI, S"
0,23,21165,Fall2016,CS 471,Operating Systems,TBA,TBA,WEB5 ONLINE IN VA ,"RIZVI, S"
1,23,21166,Fall2016,CS 471,Operating Systems,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"RIZVI, S"
0,23,21167,Fall2016,CS 471,Operating Systems,TBA,TBA,WEB8 ONLINE STDNTS OUTSIDE US ,"RIZVI, S"
11,4,10427,Fall2016,CS 476,Systems Programming,1910-2150,T,ECSB 2120,"ABDEL-WAHAB, H"
11,5,13603,Fall2016,CS 480,Introduction to Artificial Intelligence,1500-1615,TR,DRAGAS 1117,"LI, Y"
2,8,20689,Fall2016,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
1,4,20709,Fall2016,CS 497,IND STUDY BIOINFORMATICS,TBA,TBA,TBA,"HE, J"
1,4,21659,Fall2016,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"GUPTA, R"
1,10,14046,Fall2016,CS 517,Computational Methods and Software,1500-1615,MW,ECSB 2120,"CHRISOCHOIDES, N"
28,5,16681,Fall2016,CS 518,Web Programming,1620-1900,T,DRAGAS 1117,"BRUNELLE, J"
14,26,20983,Fall2016,CS 550,Database Concepts,1620-1735,TR,CONST  1002,"GUPTA, A"
21,12,10503,Fall2016,CS 555,Introduction to Networks and Communications,1620-1900,M,DRAGAS 1115,"NADEEM, T"
7,1,17838,Fall2016,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB2 ONLINE HR ,"ALMALAG, M"
12,0,20339,Fall2016,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB5 ONLINE IN VA ,"ALMALAG, M"
1,1,20340,Fall2016,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ALMALAG, M"
8,0,17844,Fall2016,CS 563,Cryptography for Cybersecurity,TBA,TBA,WEB2 ONLINE HR ,"AHMAD, A"
6,0,20341,Fall2016,CS 563,Cryptography for Cybersecurity,TBA,TBA,WEB5 ONLINE IN VA ,"AHMAD, A"
1,0,20342,Fall2016,CS 563,Cryptography for Cybersecurity,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"AHMAD, A"
2,12,10428,Fall2016,CS 576,Systems Programming,1910-2150,T,ECSB 2120,"ABDEL-WAHAB, H"
9,5,13604,Fall2016,CS 580,Introduction to Artificial Intelligence,1500-1615,TR,DRAGAS 1117,"LI, Y"
22,23,20876,Fall2016,CS 595,CYBERSECURITY FUNDAMENTALS,1200-1600,W,GORNTO 0202,"MUKKAMALA, R"
10,20,11656,Fall2016,CS 600,Algorithms and Data Structures,1100-1215,TR,ECSB 2120,"RANJAN, D"
24,0,17856,Fall2016,CS 665,Computer Architecture,TBA,TBA,WEB2 ONLINE HR ,"OLARIU, S"
5,0,17858,Fall2016,CS 665,Computer Architecture,TBA,TBA,WEB5 ONLINE IN VA ,"OLARIU, S"
1,0,17860,Fall2016,CS 665,Computer Architecture,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"OLARIU, S"
12,3,17863,Fall2016,CS 723,Introduction to Bioinformatics,0930-1155,W,ECSB 2120,"HE, J"
3,10,15028,Fall2016,CS 734,Introduction to Information Retrieval,1620-1900,R,DRAGAS 1117,"NELSON, M"
7,5,10797,Fall2016,CS 772,"Network Security; Concepts, Protocols and Programming",1910-2150,W,ECSB 2120,"ABDEL-WAHAB, H"
7,8,18225,Fall2016,CS 776,Architectural Support for Cloud Computing,TBA,TBA,WEB2 ONLINE HR ,"OLARIU, S"
1,19,18226,Fall2016,CS 776,Architectural Support for Cloud Computing,TBA,TBA,WEB5 ONLINE IN VA ,"OLARIU, S"
0,5,18228,Fall2016,CS 776,Architectural Support for Cloud Computing,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"OLARIU, S"
1,14,10305,Fall2016,CS 791,GRAD SEM;LARGE SCALE ANALYTICS,TBA,TBA,TBA,"ZUBAIR, M"
0,15,16711,Fall2016,CS 795,TPC;ADV ALGORITHMS & COMPLEXIT,0930-1045,TR,ECSB 2120,"RANJAN, D"
0,15,13195,Fall2016,CS 795,TPC; ADV PARALLEL COMPUTING,TBA,TBA,TBA,"CHERNIKOV, A"
10,3,15029,Fall2016,CS 795,TPCS; ADV SYSTEMS PROGRAMMING,TBA,TBA,TBA,"ABDEL-WAHAB, H"
0,10,20312,Fall2016,CS 795,TPC;ADVANCED NUMERICAL METHODS,TBA,TBA,TBA,"CHRISOCHOIDES, N"
5,3,17869,Fall2016,CS 823,Introduction to Bioinformatics,0930-1155,W,ECSB 2120,"HE, J"
2,10,15038,Fall2016,CS 834,Introduction to Information Retrieval,1620-1900,R,DRAGAS 1117,"NELSON, M"
3,5,10798,Fall2016,CS 872,"Network Security; Concepts, Protocols and Programming",1910-2150,W,ECSB 2120,"ABDEL-WAHAB, H"
1,14,18229,Fall2016,CS 876,Architectural Support for Cloud Computing,TBA,TBA,WEB2 ONLINE HR ,"OLARIU, S"
0,10,18230,Fall2016,CS 876,Architectural Support for Cloud Computing,TBA,TBA,WEB5 ONLINE IN VA ,"OLARIU, S"
0,5,18231,Fall2016,CS 876,Architectural Support for Cloud Computing,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"OLARIU, S"
0,15,16712,Fall2016,CS 895,TPC;ADV ALGORITHMS & COMPLEXIT,0930-1045,TR,ECSB 2120,"RANJAN, D"
2,3,15030,Fall2016,CS 895,TPCS; ADV SYSTEMS PROGRAMMING,TBA,TBA,TBA,"ABDEL-WAHAB, H"
1,9,20313,Fall2016,CS 895,TPC;ADVANCED NUMERICAL METHODS,TBA,TBA,TBA,"CHRISOCHOIDES, N"
70,0,23622,Spring2017,CS 120G,INTR INFO LITERACY&RESEARC (C),1620-1735,MW,OCNPS  0100,"GUPTA, R"
27,2,26296,Spring2017,CS 120G,INTR INFO LITERACY & RSRCH (A),TBA,TBA,WEB2 ONLINE HR ,"GUPTA, R"
6,2,26297,Spring2017,CS 120G,INTR INFO LITERACY & RSRCH (A),TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, R"
4,2,26299,Spring2017,CS 120G,INTR INFO LITERACY & RSRCH (A),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, R"
24,12,29885,Spring2017,CS 120G,INTR INFO LITERACY & RSRCH (B),TBA,TBA,WEB2 ONLINE HR ,"GUPTA, R"
3,12,29886,Spring2017,CS 120G,INTR INFO LITERACY & RSRCH (B),TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, R"
1,12,29887,Spring2017,CS 120G,INTR INFO LITERACY & RSRCH (B),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, R"
1,2,31539,Spring2017,CS 120G,INTR INFO LITERACY & RSRCH (A),TBA,TBA,WEB8 ONLINE STDNTS OUTSIDE US ,"GUPTA, R"
69,1,22714,Spring2017,CS 121G,Introduction to Information Literacy and Research for Scientists,0800-0915,TR,KAUF  0100,"MESALAMI, A"
69,1,22713,Spring2017,CS 121G,Introduction to Information Literacy and Research for Scientists,0930-1045,TR,OCNPS  0100,"MESALAMI, A"
35,0,23413,Spring2017,CS 121G,Introduction to Information Literacy and Research for Scientists,1620-1735,MW,ECSB 3104,"GUPTA, A"
59,11,23164,Spring2017,CS 121G,Introduction to Information Literacy and Research for Scientists,1745-1900,MW,OCNPS  0100,"SYMPSON, W"
31,9,26305,Spring2017,CS 121G,INTR INFO LITERACY & RSRCH (D),TBA,TBA,WEB2 ONLINE HR ,"GUPTA, A"
0,9,26306,Spring2017,CS 121G,INTR INFO LITERACY & RSRCH (D),TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, A"
0,9,26307,Spring2017,CS 121G,INTR INFO LITERACY & RSRCH (D),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, A"
20,19,27834,Spring2017,CS 121G,INTR INFO LITERACY & RSRCH (C),TBA,TBA,WEB2 ONLINE HR ,"SYMPSON, W"
0,19,27835,Spring2017,CS 121G,INTR INFO LITERACY & RSRCH (C),TBA,TBA,WEB5 ONLINE IN VA ,"SYMPSON, W"
1,19,27836,Spring2017,CS 121G,INTR INFO LITERACY & RSRCH (C),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"SYMPSON, W"
6,24,29898,Spring2017,CS 121G,INTR INFO LITERACY & RSRCH (E),TBA,TBA,WEB2 ONLINE HR ,"SYMPSON, W"
1,19,29899,Spring2017,CS 121G,INTR INFO LITERACY & RSRCH (E),TBA,TBA,WEB5 ONLINE IN VA ,"SYMPSON, W"
1,19,29900,Spring2017,CS 121G,INTR INFO LITERACY & RSRCH (E),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"SYMPSON, W"
11,4,29775,Spring2017,CS 126G,Honors; Introduction to Information Literacy and Research,1620-1735,TR,ECSB,"CHRISOCHOIDES, N"
30,0,29167,Spring2017,CS 150,Problem Solving and Programming I,0830-1100,S,ECSB 3104,"DECKER, L"
103,0,20829,Spring2017,CS 150,Problem Solving and Programming I,1330-1445,TR,KAUF  0100,"BOYLE, C"
103,0,20830,Spring2017,CS 150,Problem Solving and Programming I,1500-1615,TR,CONST  1005,"BOYLE, C"
100,3,22330,Spring2017,CS 150,Problem Solving and Programming I,1745-1900,TR,OCNPS  0200,"BOYLE, C"
48,2,22155,Spring2017,CS 170,Introduction to Computer Architecture I,1500-1615,TR,CONST  1002,"LI, Y"
42,8,29100,Spring2017,CS 170,Introduction to Computer Architecture I,1620-1735,TR,KAUF  0224,"FLORIN, R"
36,0,24989,Spring2017,CS 250,PROBLEM SOLVING & PRGRMNG II,0930-1200,S,DRAGAS 1115,"MORRIS, J"
50,0,20828,Spring2017,CS 250,PROBLEM SOLVING & PRGRMNG II,1500-1615,MW,DRAGAS 1117,"MESALAMI, A"
18,0,22331,Spring2017,CS 250,PROBLEM SOLVING & PRGRMNG II,1300-1415,MW,GORNTO 0204,"MESALAMI, A"
17,9,30896,Spring2017,CS 250,PROBLEM SOLVING & PRGRMNG II,1300-1415,MW,WC2 WEB CONF HR ,"MESALAMI, A"
5,9,30897,Spring2017,CS 250,PROBLEM SOLVING & PRGRMNG II,1300-1415,MW,WC5 WEB CONF IN VA ,"MESALAMI, A"
0,9,30898,Spring2017,CS 250,PROBLEM SOLVING & PRGRMNG II,1300-1415,MW,WC7 WEB CONF NON-VA ,"MESALAMI, A"
1,9,32223,Spring2017,CS 250,PROBLEM SOLVING & PRGRMNG II,1300-1415,MW,WC8 WEB CONF OUTSIDE US ,"MESALAMI, A"
192,13,26526,Spring2017,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
25,13,26528,Spring2017,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
9,13,26529,Spring2017,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
1,13,32224,Spring2017,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB8 ONLINE STDNTS OUTSIDE US ,"ZEIL, S"
44,6,25254,Spring2017,CS 270,Introduction to Computer Architecture II,1330-1445,TR,DRAGAS 1117,"ZUBAIR, M"
42,0,26536,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"GUPTA, R"
8,0,26538,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, R"
0,0,26539,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, R"
34,0,26540,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"GUPTA, R"
12,0,26542,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"GUPTA, R"
4,0,26544,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"GUPTA, R"
38,0,26545,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"MALY, K"
8,0,26546,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"MALY, K"
4,0,26547,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"MALY, K"
35,0,26549,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"WERNER, T"
13,0,26550,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"WERNER, T"
2,0,26552,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"WERNER, T"
31,0,26555,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"JOHNSON, K"
16,0,26556,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"JOHNSON, K"
2,0,26557,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"JOHNSON, K"
35,0,29976,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB2 ONLINE HR ,"MALY, K"
11,0,29977,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB5 ONLINE IN VA ,"MALY, K"
4,0,29979,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"MALY, K"
1,0,32225,Spring2017,CS 300T,Computers in Society,TBA,TBA,WEB8 ONLINE STDNTS OUTSIDE US ,"JOHNSON, K"
41,9,29783,Spring2017,CS 330,Object-Oriented Programming and Design,1500-1615,TR,DRAGAS 1117,"KENNEDY, T"
30,3,26560,Spring2017,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB2 ONLINE HR ,"KENNEDY, T"
16,3,26562,Spring2017,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB5 ONLINE IN VA ,"KENNEDY, T"
1,3,26563,Spring2017,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"KENNEDY, T"
18,3,26564,Spring2017,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB2 ONLINE HR ,"HOWLAND, J"
20,3,26565,Spring2017,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB5 ONLINE IN VA ,"HOWLAND, J"
8,3,26566,Spring2017,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"HOWLAND, J"
1,3,32226,Spring2017,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB8 ONLINE STDNTS OUTSIDE US ,"HOWLAND, J"
26,0,26515,Spring2017,CS 334,Computer Architecture Fundamentals,0830-0945,F,WEB2 ONLINE HR ,"ZHAO, D"
21,0,26518,Spring2017,CS 334,Computer Architecture Fundamentals,0830-0945,F,WEB5 ONLINE IN VA ,"ZHAO, D"
3,0,26520,Spring2017,CS 334,Computer Architecture Fundamentals,0830-0945,F,WEB7 ONLINE STDNTS NON-VA ,"ZHAO, D"
31,12,26312,Spring2017,CS 350,Introduction to Software Engineering,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
5,12,26313,Spring2017,CS 350,Introduction to Software Engineering,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
2,12,26314,Spring2017,CS 350,Introduction to Software Engineering,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
44,3,31764,Spring2017,CS 350,Introduction to Software Engineering,TBA,TBA,WEB2 ONLINE HR ,"KENNEDY, T"
3,3,31765,Spring2017,CS 350,Introduction to Software Engineering,TBA,TBA,WEB5 ONLINE IN VA ,"KENNEDY, T"
0,3,31766,Spring2017,CS 350,Introduction to Software Engineering,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"KENNEDY, T"
40,0,26125,Spring2017,CS 355,Principles of Programming Languages,TBA,TBA,WEB2 ONLINE HR ,"MORRIS, J"
11,0,26126,Spring2017,CS 355,Principles of Programming Languages,TBA,TBA,WEB5 ONLINE IN VA ,"MORRIS, J"
1,0,26128,Spring2017,CS 355,Principles of Programming Languages,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"MORRIS, J"
38,2,22077,Spring2017,CS 361,Advanced Data Structures and Algorithms,1100-1150,MWF,DRAGAS 1117,"MORRIS, J"
33,7,25253,Spring2017,CS 361,Advanced Data Structures and Algorithms,1200-1250,MWF,DRAGAS 1117,"MORRIS, J"
0,20,20761,Spring2017,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
0,20,20762,Spring2017,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
5,15,20763,Spring2017,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
0,5,29844,Spring2017,CS 367,Cooperative Education,TBA,TBA,IND5 INDEP-VA ,"BRUNELLE, J"
0,5,29845,Spring2017,CS 367,Cooperative Education,TBA,TBA,IND7 INDEP-NON-VA ,"BRUNELLE, J"
0,20,20764,Spring2017,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
0,20,20765,Spring2017,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
7,13,20766,Spring2017,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
1,4,29329,Spring2017,CS 368,Computer Science Internship,TBA,TBA,IND5 INDEP-VA ,"BRUNELLE, J"
0,5,29330,Spring2017,CS 368,Computer Science Internship,TBA,TBA,IND7 INDEP-NON-VA ,"BRUNELLE, J"
38,12,20851,Spring2017,CS 381,Introduction to Discrete Structures,0930-1045,TR,DRAGAS 1117,"HE, J"
19,0,27081,Spring2017,CS 381,Introduction to Discrete Structures,1300-1415,TR,GORNTO 0218,"CHERNIKOV, A"
13,6,27083,Spring2017,CS 381,Introduction to Discrete Structures,1300-1415,TR,WC2 WEB CONF HR ,"CHERNIKOV, A"
9,6,27084,Spring2017,CS 381,Introduction to Discrete Structures,1300-1415,TR,WC5 WEB CONF IN VA ,"CHERNIKOV, A"
2,6,27085,Spring2017,CS 381,Introduction to Discrete Structures,1300-1415,TR,WC7 WEB CONF NON-VA ,"CHERNIKOV, A"
0,6,28343,Spring2017,CS 381,Introduction to Discrete Structures,1300-1415,TR,VBHEC 0151,"CHERNIKOV, A"
1,6,28344,Spring2017,CS 381,Introduction to Discrete Structures,1300-1415,TR,PEN CTR 2243,"CHERNIKOV, A"
0,6,28345,Spring2017,CS 381,Introduction to Discrete Structures,1300-1415,TR,TRICITIES 2117,"CHERNIKOV, A"
23,0,29846,Spring2017,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB2 ONLINE HR ,"MESALAMI, A"
7,0,29847,Spring2017,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB5 ONLINE IN VA ,"MESALAMI, A"
0,0,29848,Spring2017,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"MESALAMI, A"
7,41,26567,Spring2017,CS 382,Introduction to JAVA,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
2,41,26568,Spring2017,CS 382,Introduction to JAVA,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
0,41,26569,Spring2017,CS 382,Introduction to JAVA,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
41,0,26110,Spring2017,CS 390,Introduction to Theoretical Computer Science,TBA,TBA,WEB2 ONLINE HR ,"ZEIL, S"
8,0,26111,Spring2017,CS 390,Introduction to Theoretical Computer Science,TBA,TBA,WEB5 ONLINE IN VA ,"ZEIL, S"
1,0,26112,Spring2017,CS 390,Introduction to Theoretical Computer Science,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZEIL, S"
1,29,31145,Spring2017,CS 395,BIG DATA; DATA WRANGLING,0900-1700,FSU,TRICITIES 1223,"CARTLEDGE, C"
17,3,25258,Spring2017,CS 410,Professional Workforce Development I,1500-1550,M,DRAGAS 1105,"PRICE, G"
17,3,25258,Spring2017,CS 410,Professional Workforce Development I,1400-1550,W,DRAGAS 1105,"PRICE, G"
13,0,26133,Spring2017,CS 410,Professional Workforce Development I,TBA,TBA,WEB2 ONLINE HR ,"BRUNELLE, J"
7,0,26135,Spring2017,CS 410,Professional Workforce Development I,TBA,TBA,WEB5 ONLINE IN VA ,"BRUNELLE, J"
0,0,26136,Spring2017,CS 410,Professional Workforce Development I,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"BRUNELLE, J"
10,8,32207,Spring2017,CS 410,Professional Workforce Development I,TBA,TBA,WEB2 ONLINE HR ,"KENNEDY, T"
2,8,32208,Spring2017,CS 410,Professional Workforce Development I,TBA,TBA,WEB5 ONLINE IN VA ,"KENNEDY, T"
0,8,32209,Spring2017,CS 410,Professional Workforce Development I,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"KENNEDY, T"
23,0,23640,Spring2017,CS 411W,PROFESSNAL WRKFORCE DEV II (C),1200-1350,M,DRAGAS 1105,"PRICE, G"
23,0,23640,Spring2017,CS 411W,PROFESSNAL WRKFORCE DEV II (C),1300-1350,W,DRAGAS 1105,"PRICE, G"
10,1,26172,Spring2017,CS 411W,PROF WORKFORCE DEV II (A),TBA,TBA,WEB2 ONLINE HR ,"BRUNELLE, J"
9,1,26191,Spring2017,CS 411W,PROF WORKFORCE DEV II (A),TBA,TBA,WEB5 ONLINE IN VA ,"BRUNELLE, J"
0,1,26196,Spring2017,CS 411W,PROF WORKFORCE DEV II (A),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"BRUNELLE, J"
17,1,30160,Spring2017,CS 411W,PROF WORKFORCE DEV II (B),TBA,TBA,WEB2 ONLINE HR ,"KENNEDY, T"
2,1,30161,Spring2017,CS 411W,PROF WORKFORCE DEV II (B),TBA,TBA,WEB5 ONLINE IN VA ,"KENNEDY, T"
0,1,30162,Spring2017,CS 411W,PROF WORKFORCE DEV II (B),TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"KENNEDY, T"
17,1,26119,Spring2017,CS 417,Computational Methods and Software,1100-1215,TR,GORNTO 0218,"MORRIS, J"
16,1,26120,Spring2017,CS 417,Computational Methods and Software,1100-1215,TR,WC2 WEB CONF HR ,"MORRIS, J"
15,1,26123,Spring2017,CS 417,Computational Methods and Software,1100-1215,TR,WC5 WEB CONF IN VA ,"MORRIS, J"
0,1,26124,Spring2017,CS 417,Computational Methods and Software,1100-1215,TR,WC7 WEB CONF NON-VA ,"MORRIS, J"
